id,nome,email,data_nascimento,cpf,telefone,salario,ativo,ultima_compra,categoria_cliente,observacoes
8985,Arthur Gabriel Siqueira,yda-cunha@example.net,1967-01-14,701.925.843-32,+55 41 4868 2700,14197.97,não,04/01/2025,,Est qui facere vero odit officia itaque inventore ducimus ex.
8986,Gabriela da Conceição,antonella19@example.net,1974-04-25,147.903.865-20,(031) 2746-0969,11193.47,sim,08/02/2024,bronze,
8987,Sr. Henry Gabriel Barros,camposgiovanna@example.com,1996-07-02,768.912.534-46,+55 (011) 7584 6303,8120.68,False,13/07/2024,bronze,
8988,Isabella Azevedo,helena71@example.net,1950-10-10,783.510.926-30,(061) 6808 2219,18592.69,False,25/03/2025,bronze,
8989,Ravi Duarte,ester72@example.net,1976-05-31,576.201.839-30,84 7198-5821,19059.56,True,03/01/2025,ouro,
8990,João Gabriel da Luz,lunnamacedo@example.org,1950-06-26,291.684.703-04,+55 21 0729-1307,7327.6,True,14/03/2024,diamante,Culpa tenetur non officia accusamus minus eos.
8991,Sr. Anthony Silva,juanabreu@example.com,1985-03-17,453.708.916-48,+55 (084) 4917 1080,19380.93,sim,02/06/2023,prata,
8992,Léo Duarte,fogacamilena@example.org,1960-07-29,475.186.239-19,(041) 8645 5067,6901.82,,15/09/2023,ouro,
8993,Antony da Rosa,pbrito@example.org,1952-02-25,278.035.946-38,,12987.64,não,02/02/2025,,
8994,Alexandre da Conceição,,1950-12-16,154.692.830-89,+55 (021) 2325 9873,7533.34,não,,bronze,
8995,Caio Cavalcante,pastorisaque@example.net,1992-02-08,647.521.098-67,+55 (051) 5292-1821,6310.65,,13/04/2024,prata,
8996,Francisco Pires,maria-cecilia73@example.com,1985-07-04,103.528.469-33,+55 (041) 5662-9496,10547.53,sim,28/08/2023,,
8997,Maria Flor Casa Grande,rochayasmin@example.net,1964-01-03,935.670.428-74,+55 71 0932-7832,10724.02,False,05/02/2025,bronze,
8998,Theodoro da Mota,das-neveserick@example.com,1959-11-15,953.218.470-88,11 3819-5638,22538.49,False,02/01/2024,ouro,Ipsa ea quas perferendis quisquam voluptate soluta placeat.
8999,João Guilherme Almeida,wazevedo@example.org,1994-02-22,270.415.968-85,(084) 1698-0464,9584.17,,29/09/2023,,
9000,Noah Farias,goncalvesayla@example.net,1949-11-08,830.617.942-04,(011) 8734-3324,17678.96,não,26/01/2025,prata,Cumque praesentium illo quos nobis saepe praesentium dicta sunt eveniet.
9001,José Monteiro,kamillynunes@example.org,2004-05-22,321.560.978-95,+55 41 5681-8817,21970.08,False,29/01/2025,,
9002,Pedro Lucas Sá,yancamargo@example.net,1984-07-30,087.492.536-38,(021) 0187 9318,4709.97,True,31/07/2024,prata,Nemo deleniti recusandae repellendus eos nostrum rem et.
9003,Caleb da Cruz,ana-livialopes@example.net,1989-12-06,940.815.367-75,+55 (011) 0229-0918,20263.47,False,18/02/2025,ouro,
9004,Dra. Bárbara da Paz,landrade@example.org,1979-12-16,475.219.038-97,,10655.73,True,10/10/2024,bronze,
9005,Dr. Otto Souza,luiza75@example.com,1964-09-25,861.327.594-09,81 1233-4000,13478.29,,20/12/2023,ouro,A facere sapiente expedita vel praesentium nulla expedita.
9006,Francisco Aragão,guerrabianca@example.net,1968-08-06,136.920.478-78,+55 41 2427-2832,6678.11,sim,,diamante,Repudiandae praesentium architecto necessitatibus quibusdam doloribus hic.
9007,Gael Machado,jose-pedromonteiro@example.net,1969-08-02,168.205.934-06,(071) 1511 5902,20351.48,não,26/02/2025,ouro,
9008,Sr. Thomas Fonseca,igorda-costa@example.org,1966-06-08,351.247.096-34,+55 (021) 3984 1133,24772.36,não,,bronze,
9009,Maria Laura Marques,bruna95@example.net,1954-05-03,126.374.905-43,(061) 6624 7568,15701.01,True,21/05/2024,,
9010,Sophia Costa,tfarias@example.org,1965-08-14,765.392.480-83,(084) 5793-5316,20452.25,sim,10/02/2025,bronze,
9011,Pedro Henrique da Luz,matteo22@example.com,1968-10-02,960.135.248-15,+55 (071) 8614-3047,22074.37,sim,22/04/2025,ouro,
9012,Nathan Pires,marcelofarias@example.org,2000-04-16,639.472.051-80,(061) 4405-6764,9409.51,sim,02/09/2023,bronze,Exercitationem ipsum sapiente qui dicta adipisci libero numquam illo.
9013,Lucas Gabriel Dias,marquesbella@example.net,1986-08-18,715.608.432-17,+55 (081) 8382 9915,4287.08,False,,diamante,
9014,Valentina Mendes,caio43@example.com,2003-06-17,150.376.248-35,41 4053-8126,,não,23/06/2024,,
9015,Larissa Sales,liviarodrigues@example.net,1998-10-16,490.158.263-15,+55 (011) 7590 5141,24534.78,False,29/09/2023,,
9016,Théo Viana,esther76@example.com,1986-02-05,869.041.572-67,21 8569-0520,8161.54,True,27/03/2024,prata,
9017,Zoe Pastor,guilherme47@example.net,1980-12-18,00000000000,+55 71 8325 9269,16901.12,não,06/04/2025,,Reiciendis ratione dolore corporis provident.
9018,Bryan Barbosa,fariasantony@example.com,2001-07-24,392.407.586-74,+55 (041) 7777 4204,3867.68,,24/10/2023,,
9019,Esther Camargo,felipe43@example.org,1959-03-04,320.476.951-80,(061) 8731-1808,7550.47,,05/03/2024,bronze,Quod animi beatae fugit totam animi.
9020,Eduarda Câmara,oda-cruz@example.net,1960-04-16,107.562.948-94,,18090.0,True,13/02/2024,prata,
9021,Samuel Costela,hcunha@example.org,1986-03-17,279.841.653-19,(061) 4451 7740,12516.51,não,13/03/2025,diamante,Adipisci sapiente illo sit aliquam.
9022,Dr. João Miguel Araújo,jfogaca@example.com,1946-09-21,681.327.059-12,41 8784 6906,13002.57,False,29/12/2024,,
9023,Ian Abreu,kaiquecardoso@example.net,1950-03-12,403.891.562-05,,12630.07,False,02/06/2024,diamante,Non delectus nemo modi temporibus.
9024,Isabella Montenegro,goncalvesjosue@example.com,1962-08-30,246.359.017-34,+55 31 7496-1105,12753.28,True,15/05/2024,ouro,Molestiae velit modi dolores nisi repudiandae animi ex.
9025,Augusto Sales,mateus86@example.net,1971-08-05,724.506.893-38,(051) 9245 0431,7519.71,True,22/12/2023,,
9026,Isabela Moreira,matheus96@example.com,1970-07-07,651.389.274-00,(051) 0129 5887,7830.7,sim,29/10/2023,,
9027,João Felipe Ribeiro,aylla34@example.com,1993-08-28,175.048.296-76,84 4762-5862,11210.97,sim,19/09/2024,bronze,Praesentium autem amet voluptatem cupiditate non perferendis sint ad alias.
9028,Maria Cecília Pimenta,gabrielalmeida@example.net,2006-10-18,874.123.965-28,(061) 2030-4037,8602.36,,31/05/2024,prata,
9029,Pedro Miguel Rocha,marquesluiz-fernando@example.net,1956-07-30,986.573.204-10,+55 31 8624-6344,9002.36,sim,09/10/2024,ouro,Necessitatibus corporis animi minus laborum esse.
9030,José Pedro Monteiro,luan62@example.org,1952-11-17,576.821.349-09,+55 (021) 4208 4722,7346.21,não,24/02/2024,ouro,
9031,Ana Júlia Lopes,mendesmaria@example.net,1991-04-20,071.965.384-39,+55 (061) 1059 9093,7142.13,True,06/05/2025,,Veritatis corporis vero et ipsa porro dolore.
9032,Caleb Jesus,rodriguesrafaela@example.com,1989-06-17,260.593.817-40,+55 11 0660-2637,5854.0,sim,26/07/2023,ouro,
9033,Ana Vitória Moraes,camargomaria-julia@example.com,1995-12-10,285.930.417-79,0500-303-4876,14146.22,não,21/07/2023,ouro,
9034,Dra. Nina Sampaio,antoniomacedo@example.com,1969-09-17,568.473.291-73,+55 (041) 4303-1356,6498.57,,21/04/2024,prata,
9035,Ana Cassiano,andradeevelyn@example.net,1981-01-22,00000000000,(011) 7857 9018,22981.2,sim,27/06/2023,,Voluptate veniam eius tempore molestias exercitationem in aut.
9036,Laís Novais,joao-lucas23@example.net,1961-06-22,907.614.325-07,(071) 6480 2883,24841.51,,22/05/2023,,
9037,Theodoro Pimenta,kmoura@example.net,1991-11-16,349.520.761-99,81 8492 4494,6023.28,True,30/09/2024,ouro,
9038,Davi Miguel Silveira,ferreirasarah@example.net,1987-12-17,378.096.412-04,+55 41 5619-3523,7216.71,,,bronze,
9039,Sofia Aragão,agatha10@example.com,1984-01-09,056.321.849-51,+55 11 6316-0205,3011.7,True,07/03/2024,prata,
9040,Vitor da Costa,ana46@example.com,1991-01-22,245.870.169-85,21 1940 3505,23647.83,não,06/08/2024,prata,
9041,Fernanda Vargas,maria-cecilia33@example.com,1988-09-03,672.395.401-70,31 0459 2707,14405.17,True,10/12/2023,bronze,Tempore exercitationem aperiam ipsum voluptatibus explicabo esse magnam ut.
9042,Valentim Ferreira,henriquebarros@example.com,1999-02-25,958.340.721-60,,8037.29,False,03/09/2024,bronze,
9043,Henry Silva,elisa39@example.net,1990-04-04,412.768.309-04,+55 (021) 7069 0031,3176.12,,19/01/2025,diamante,Ad dignissimos laudantium at eum labore nisi rem voluptas fugiat aut.
9044,Danilo Pastor,montenegrojoao@example.com,1961-12-02,037.849.521-60,+55 21 7642-0846,1286.74,não,28/06/2023,ouro,
9045,Luna Duarte,pbarros@example.net,1976-10-04,902.418.576-94,+55 (051) 4371 4154,13697.71,sim,,diamante,
9046,Nicole Melo,andre01@example.com,1953-01-05,756.102.983-77,51 1089 8347,21961.5,sim,05/03/2025,diamante,
9047,Dr. Yan Jesus,nascimentojuliana@example.com,1956-08-05,627.519.430-80,+55 81 4319-2979,17462.83,False,02/07/2023,,Vel at debitis a consectetur in repellendus numquam dolor consectetur.
9048,Dra. Zoe Moreira,isabellasales@example.com,1975-03-07,965.304.187-84,,15289.52,,,ouro,Fugit temporibus assumenda neque quia beatae veniam odit nulla iste.
9049,Dr. Ravi Peixoto,gcirino@example.net,1973-12-05,126.947.385-91,(051) 3477-7275,2141.06,True,,diamante,
9050,Sra. Milena Sá,icosta@example.com,1964-08-18,753.984.021-88,0500-054-4170,,sim,,ouro,Cumque culpa voluptas quibusdam itaque.
9051,Sr. João Gabriel Barros,nmontenegro@example.com,1954-05-06,734.621.895-73,+55 (011) 8785 7042,5541.2,True,02/11/2023,,Laborum neque cum amet recusandae corrupti corrupti maxime totam eaque.
9052,Vitor Cavalcanti,ymendes@example.com,2003-06-17,675.390.842-00,+55 (061) 8547 2445,17850.83,sim,,diamante,
9053,Bárbara da Rocha,yrocha@example.com,1974-08-03,947.680.352-56,+55 (011) 2031 2595,9936.68,sim,17/12/2023,,Reprehenderit dolores expedita a error sint veritatis laudantium rerum distinctio.
9054,Liz Pires,kda-mota@example.net,1959-07-14,475.961.032-43,84 5162-1862,2133.82,False,07/11/2023,prata,
9055,Camila Pires,igor05@example.org,1988-05-07,690.431.287-40,+55 (051) 1098-4132,11149.11,sim,02/09/2024,ouro,
9056,Dr. Luiz Henrique Duarte,lais50@example.com,1967-11-25,216.397.480-40,(081) 8578 3926,1923.63,False,,ouro,
9057,Sara Mendonça,luizamendonca@example.org,1976-06-05,00000000000,,3658.12,,22/10/2024,bronze,
9058,Caio Mendonça,igor83@example.org,1990-06-18,813.506.947-20,+55 (084) 4185-7060,11758.15,sim,23/11/2023,ouro,
9059,Léo Vasconcelos,da-cruzpedro-henrique@example.com,1986-08-23,586.379.104-75,+55 (041) 5150-9237,23942.21,True,01/10/2024,diamante,Reiciendis reiciendis itaque tempore nam tenetur cum odit.
9060,Breno Cavalcanti,carolinasa@example.org,2005-04-01,601.439.527-06,0900 646 2904,12657.77,não,28/08/2023,prata,
9061,Léo Borges,lda-paz@example.net,1981-10-01,263.580.947-00,+55 (084) 7155-7194,6021.39,sim,09/02/2024,diamante,
9062,Henry Gabriel Andrade,tdas-neves@example.com,1967-12-27,523.186.940-60,31 2721-0384,15525.61,,,ouro,Earum magnam vero optio illo itaque accusamus ipsum debitis inventore.
9063,Amanda Câmara,rodriguesbella@example.org,1960-03-15,927.351.460-06,,4749.91,sim,15/09/2024,prata,
9064,Bella Borges,isa@example.net,1968-11-06,846.523.970-38,+55 (071) 8671 5532,8158.96,True,01/03/2025,prata,
9065,Srta. Ester Pastor,davi75@example.org,1998-10-25,250.941.783-50,+55 (061) 3965 2975,19729.44,False,18/07/2024,prata,
9066,Erick Vieira,mateus11@example.net,1990-06-02,054.962.318-33,0300-480-6931,21175.7,,19/06/2023,bronze,Sequi neque magnam corrupti perspiciatis aut id eius.
9067,Bento da Rosa,macedobarbara@example.org,1982-02-13,785.364.120-62,+55 21 9107 6262,11891.09,False,15/06/2023,ouro,Modi laborum pariatur suscipit nobis suscipit cum in veniam.
9068,Aurora Abreu,qvieira@example.net,1954-03-01,246.753.180-53,+55 (071) 3677 3194,7150.85,sim,20/05/2024,prata,Sint itaque voluptate harum maiores odit porro.
9069,Eduarda da Mata,castromarcelo@example.org,1971-04-13,138.794.562-91,+55 41 7967 4175,,,29/04/2024,prata,Quae quod suscipit doloribus neque.
9070,Raul Lopes,cardosoliz@example.net,1981-09-30,039.275.184-41,+55 84 6304 0961,24941.52,não,02/09/2023,bronze,Illum sit dolore incidunt fugit facere quae sequi dolore quas et.
9071,Ravy Silveira,kgarcia@example.org,1989-09-02,867.045.329-00,81 7039 6259,18382.17,sim,28/09/2023,,
9072,Matteo da Rocha,sabrenda@example.org,1999-10-28,425.063.718-26,+55 81 9837-8521,24549.72,,15/07/2023,ouro,
9073,Thomas Machado,maya61@example.com,1986-09-20,486.713.592-55,0800 928 4569,14692.23,False,26/12/2024,prata,
9074,Esther Rezende,vasconcelosluiza@example.com,1999-10-27,698.057.413-20,,5868.28,True,,,Aut veniam nobis voluptas ratione possimus perspiciatis.
9075,Manuela Fonseca,luiz-gustavo20@example.org,1947-09-17,230.894.571-05,+55 51 1477 7090,3367.84,False,22/03/2024,prata,
9076,Luiz Gustavo Souza,peixotopaulo@example.org,1964-11-01,514.702.369-07,+55 (021) 3286 6168,1650.37,False,,bronze,
9077,Bryan Pimenta,ravylima@example.net,1973-09-18,548.193.726-37,,12023.43,não,23/07/2024,,
9078,Luiza Cardoso,mariah71@example.net,1979-09-26,693.815.247-00,51 5293 4439,13352.26,não,04/12/2024,diamante,Voluptatibus laborum dolore fugiat hic soluta cumque incidunt mollitia.
9079,Isaac Moraes,enrico65@example.com,1976-06-10,783.402.195-88,(061) 1118 9731,12125.81,sim,01/06/2023,diamante,
9080,Matteo Azevedo,kamillyvasconcelos@example.net,1968-05-17,329.684.571-28,(021) 2288-6215,24010.07,sim,,,Placeat quisquam voluptatem suscipit accusantium mollitia laudantium impedit et.
9081,Mariana Sampaio,silveiraagatha@example.net,2000-03-17,867.530.194-48,11 7740-5257,11069.01,,03/12/2023,diamante,
9082,Rael Costa,yda-cunha@example.com,1989-08-10,209.581.437-14,+55 31 7763-8802,23773.71,,20/06/2023,bronze,Laborum labore magnam facere optio vitae repellendus dolorem saepe.
9083,Sra. Ana Luiza Novais,obarros@example.com,1985-11-16,091.472.685-49,51 6726 9701,17589.87,True,22/05/2023,prata,
9084,Srta. Raquel Moreira,meloisaque@example.com,1999-04-27,541.673.820-08,+55 41 4221-6395,6382.6,sim,30/10/2024,prata,Minima repudiandae asperiores ea pariatur vero illo et ratione.
9085,Leandro Barbosa,cavalcantilais@example.net,1946-12-10,396.781.524-28,,18125.42,sim,28/10/2023,ouro,
9086,Theo Moreira,,1963-01-11,00000000000,+55 71 1172-1968,5450.69,sim,21/09/2023,,Qui minima expedita dolores optio.
9087,Anthony Lima,diasayla@example.com,1993-05-09,980.346.257-10,+55 84 8471-7465,13507.74,True,24/05/2024,prata,
9088,Sr. Vicente Guerra,juanduarte@example.net,2004-01-22,564.802.971-30,,10542.5,,13/02/2025,bronze,
9089,Cauê Monteiro,da-luzmurilo@example.com,1955-05-22,986.312.075-86,(081) 6006-9487,4190.32,sim,22/06/2023,prata,
9090,Valentina Castro,benjamim71@example.net,2005-03-20,965.172.408-02,(051) 4951-4451,17762.78,sim,12/01/2025,diamante,Repellat blanditiis ullam mollitia quam aut laudantium deserunt.
9091,Nicolas Guerra,lcampos@example.net,1996-06-06,316.982.504-60,(084) 9537 2213,15382.15,sim,19/06/2023,,
9092,Danilo Pereira,maria-sophia29@example.net,1998-10-22,829.651.734-55,+55 (081) 1289 2676,8367.49,sim,20/07/2024,diamante,Deserunt facere numquam dolore nostrum officiis ratione culpa.
9093,Ana Clara da Costa,ualbuquerque@example.org,1983-06-04,091.872.534-88,(061) 8871-8412,16556.64,False,,,
9094,Ravy Gonçalves,da-rochaluna@example.org,1956-04-19,604.798.513-01,+55 (031) 3959-1550,4442.88,sim,,diamante,
9095,Luiz Fernando Dias,ana-ceciliavasconcelos@example.com,1973-02-16,158.340.279-97,+55 (041) 7432 6896,4806.16,sim,23/06/2024,,
9096,Lavínia Monteiro,santosalice@example.com,2003-09-20,812.973.450-88,+55 (071) 7260 5973,1716.08,não,27/04/2025,prata,Ratione repudiandae quae maxime beatae vel.
9097,Marcelo Montenegro,eloah97@example.org,1950-04-21,850.967.134-66,51 8936 6787,13729.6,não,,,Libero consectetur deserunt beatae sequi.
9098,Srta. Mariane Cavalcanti,luannascimento@example.org,1965-10-30,970.532.486-74,,12134.19,sim,13/10/2024,ouro,
9099,Carlos Eduardo da Conceição,ferreirabreno@example.org,1960-02-25,581.623.497-82,0500 284 8309,14928.28,não,02/01/2024,,
9100,Bruno Viana,fariasluisa@example.com,2004-01-03,523.871.094-14,71 2307-7329,7410.04,,08/01/2025,prata,
9101,Vitor Gabriel Rios,matheusbarros@example.net,1977-12-04,076.385.914-10,21 7990 8123,4325.79,True,03/11/2023,ouro,
9102,Davi Luiz Cassiano,isis39@example.net,1957-08-26,459.170.823-32,+55 (071) 3469-1707,17838.67,sim,23/03/2025,ouro,Nostrum vel deleniti ad minima optio.
9103,Danilo Nascimento,,1963-06-10,542.389.670-38,,23599.23,sim,24/07/2024,bronze,
9104,Nicolas Pacheco,emanuel19@example.net,1949-07-28,905.783.461-84,71 4361-7112,8343.16,False,22/12/2024,diamante,
9105,Hellena Alves,qmoura@example.com,1955-11-30,428.607.951-11,+55 21 3920 4277,22433.07,não,10/08/2023,,
9106,Mariana Machado,raquelda-mota@example.net,1967-07-06,657.829.104-02,+55 84 0958 2319,20111.6,sim,19/11/2024,bronze,
9107,Mateus Lopes,caualima@example.org,1969-02-27,967.423.851-46,+55 (021) 4508 0697,1818.98,False,21/05/2024,,Aperiam minus debitis aut culpa.
9108,Maria Vargas,viniciuscardoso@example.net,1970-03-29,832.064.759-29,+55 (031) 6714-5638,14358.04,True,,ouro,
9109,Bruno Pires,apollo20@example.net,1989-10-30,971.035.482-50,(051) 7685-4784,11189.51,True,02/03/2024,ouro,
9110,Davi Miguel Carvalho,henrique85@example.com,1984-11-27,768.392.405-92,(051) 9624-2793,10349.52,True,05/05/2024,bronze,
9111,Gael Henrique Nunes,qbrito@example.org,2000-03-13,936.172.854-73,+55 (084) 1218-6342,13269.45,sim,,prata,Velit doloremque quod eligendi corporis minus hic rerum reiciendis facere.
9112,Maria Sophia Pacheco,maria-clara88@example.org,2006-07-28,421.958.670-94,21 5213-6736,8945.33,False,08/11/2023,,Quibusdam veniam ullam molestias nostrum fugiat reiciendis.
9113,Bruna Moura,asafe75@example.net,1950-07-20,029.167.548-49,(071) 2216 2209,11396.11,não,,ouro,Voluptatibus libero consequatur deserunt quos ipsam.
9114,Dra. Melina Montenegro,jesusisaque@example.net,1971-07-06,507.943.182-23,(051) 1067-7147,23243.58,sim,29/03/2024,,Explicabo similique facere ut commodi cumque quaerat repellendus modi.
9115,Giovanna Casa Grande,juangoncalves@example.com,1962-03-24,823.760.941-78,+55 71 3806 9572,,não,29/03/2025,bronze,Aut quis vitae natus debitis.
9116,Miguel Vasconcelos,da-pazmaria-liz@example.org,2004-05-18,837.529.416-00,+55 (021) 5179-9292,16468.25,não,25/03/2024,bronze,
9117,Fernando da Mata,pietro26@example.org,1970-01-19,370.245.189-79,+55 41 9595 4271,24788.53,sim,23/06/2023,bronze,Quas optio esse voluptatibus deleniti magnam corporis ipsum voluptas quibusdam soluta.
9118,Eloah Vargas,isabella26@example.org,1957-08-27,507.369.842-83,,24141.55,não,14/04/2024,bronze,
9119,Ravy Cunha,maria-flor57@example.org,1984-08-29,00000000000,(021) 6859-5729,24070.46,não,24/01/2025,prata,Aliquam quis ipsam ullam nihil praesentium ducimus voluptate praesentium.
9120,Srta. Ana Laura Moura,fonsecajoao-gabriel@example.com,1989-04-02,596.827.034-92,84 2719 0355,15050.38,True,19/11/2024,bronze,
9121,Esther Cavalcante,marquesdavi-luiz@example.org,1991-01-09,916.037.825-59,+55 71 7805 8049,23541.21,,26/10/2024,diamante,
9122,Pedro Lucas Monteiro,nicolas53@example.com,1968-12-11,491.537.260-06,(051) 8385 5567,21130.73,não,11/05/2024,,Iste aspernatur numquam iure.
9123,Noah Abreu,cavalcantemelina@example.com,1957-02-01,571.324.089-41,+55 31 3597-6970,24705.88,True,18/08/2023,,Nesciunt atque beatae aspernatur deserunt blanditiis suscipit.
9124,Yan Moreira,isaacviana@example.com,1974-05-21,760.895.124-94,0800 338 0864,4785.76,False,30/05/2024,ouro,
9125,Ana Júlia Martins,sduarte@example.org,1958-11-22,571.692.308-95,(061) 9192 6417,1590.88,não,12/09/2024,,
9126,Camila Nascimento,zoe33@example.com,2005-03-21,082.493.567-56,,11866.31,,22/08/2023,diamante,
9127,Marcelo Lima,siqueirasamuel@example.net,1996-11-06,821.793.045-79,+55 (031) 5857-4904,3365.16,,28/01/2024,bronze,Ut odio debitis tenetur omnis nisi.
9128,Leandro Carvalho,cecilia99@example.com,1966-10-17,329.846.057-56,(011) 4735-4301,4832.87,,20/11/2023,ouro,
9129,Davi Lucca Leão,emelo@example.net,1949-03-15,123.079.456-52,(084) 8826-0987,12134.75,sim,09/07/2024,,
9130,Rhavi Costa,valentim71@example.com,1992-05-05,827.534.901-04,,15649.6,,13/10/2024,bronze,Magnam neque eos perspiciatis qui cum maiores veniam placeat.
9131,Ágatha Mendes,pachecoemanuella@example.org,1974-11-17,092.658.147-30,,15066.69,,12/08/2024,diamante,Beatae natus dolorem laboriosam tempora odio.
9132,Sr. Otávio Mendonça,oliveiraisaac@example.org,1963-10-13,215.978.063-40,0900-208-5010,4540.51,False,26/10/2023,prata,
9133,Ana Sophia Costa,yanfonseca@example.com,1956-03-21,270.385.164-26,81 8428-9529,9121.56,não,10/10/2023,prata,Voluptatibus quam rem quibusdam deserunt id nobis assumenda ea atque voluptate.
9134,Asafe Brito,maite33@example.org,1982-10-11,564.018.927-49,(021) 5631-3948,12404.38,,17/02/2024,,Dicta incidunt rem ea eos voluptas harum.
9135,Pedro Henrique Monteiro,agathadias@example.com,1994-12-05,987.623.410-22,0500 917 4483,2232.09,sim,19/01/2025,bronze,
9136,Lucas Gabriel Fonseca,cavalcantihenry-gabriel@example.org,1968-09-25,00000000000,0800 281 4259,4787.37,True,01/06/2023,prata,
9137,Felipe Aragão,silvajose-pedro@example.com,1980-11-03,638.495.071-57,+55 71 8480-5541,11074.27,False,28/06/2024,prata,Dolor illum asperiores atque error.
9138,Ana Júlia Araújo,laura44@example.net,1965-04-04,629.140.578-49,41 6148-1057,4097.1,,,prata,
9139,Yago da Conceição,aparecidaana-beatriz@example.org,1956-07-22,346.981.752-91,51 2874 9763,22688.54,não,20/11/2024,,
9140,Rebeca Lima,zcaldeira@example.org,2000-12-29,823.670.591-95,84 3865 3661,1232.8,True,15/12/2023,ouro,Voluptate amet eum accusamus in similique a dolor omnis.
9141,Heloisa Azevedo,riosmiguel@example.net,1951-06-18,593.410.782-88,+55 (011) 7992 7720,2616.09,não,09/05/2024,bronze,
9142,Helena Moreira,nvieira@example.net,2003-06-14,685.932.017-68,+55 61 2177-1310,13984.96,True,18/02/2025,prata,Repellat ipsum nam adipisci quis.
9143,Dr. Erick Nogueira,guerrabenjamim@example.org,1948-10-09,971.503.268-03,21 9245 0704,10978.63,True,25/11/2024,bronze,
9144,Clara Pereira,lavinia72@example.com,1982-04-12,109.346.782-78,,5864.28,,04/06/2024,ouro,Ducimus distinctio placeat nulla provident quia.
9145,Felipe Mendes,mbarbosa@example.org,1970-11-14,608.159.423-89,41 3728-0068,6492.24,False,10/12/2024,diamante,
9146,Vitor Hugo Melo,maria-luisa69@example.net,1944-10-08,342.019.685-70,(011) 4295 2315,9587.66,,11/04/2025,bronze,
9147,Gabriel Pacheco,ceciliada-rosa@example.org,1958-03-19,516.048.793-00,,22460.17,,06/08/2023,diamante,
9148,Paulo Gomes,leticianascimento@example.org,1987-07-25,612.940.835-89,(021) 3812 8713,6258.46,,21/08/2023,,
9149,Olivia Nunes,moreiraolivia@example.com,1948-11-08,793.856.140-10,0300-289-1779,,,27/09/2023,prata,
9150,Vitor Gabriel Cardoso,yvasconcelos@example.com,1966-10-03,00000000000,(061) 1771-7967,18563.76,True,08/01/2025,ouro,Impedit aliquid pariatur similique explicabo suscipit.
9151,Laís Barros,fjesus@example.net,1983-08-24,208.174.965-30,+55 41 6327 5249,10216.15,,24/12/2024,diamante,
9152,Ryan Dias,pedro-lucasmachado@example.com,1967-08-08,625.097.843-74,(021) 4366 2551,17331.35,não,14/02/2025,prata,
9153,,igor58@example.com,1999-04-18,813.502.947-05,+55 11 0366 9673,24914.14,sim,31/05/2024,bronze,
9154,José Miguel Pastor,danilocosta@example.net,1953-02-13,180.246.597-94,+55 31 2909-9219,3263.25,,16/01/2024,bronze,Consequuntur cum facere aut cupiditate a optio sapiente.
9155,Jade Novais,brunamendonca@example.net,1979-03-27,506.284.931-42,+55 (051) 1227-0695,13844.87,False,03/12/2023,,Velit reprehenderit autem nisi cum aperiam aliquam quibusdam harum laborum.
9156,Levi Guerra,isabella15@example.org,1978-09-25,143.785.269-64,,23794.58,não,20/01/2025,,Repellat reiciendis cupiditate at.
9157,Maya Pastor,dalmeida@example.com,1998-12-30,148.270.536-26,,4131.77,False,,bronze,Temporibus sint veritatis cupiditate id error qui eligendi iure iste.
9158,Agatha Ramos,oviana@example.net,1992-11-20,623.945.017-07,,22643.09,,08/07/2023,bronze,
9159,Liz da Rosa,jesusdavi-lucca@example.com,1989-01-26,596.483.702-65,0800 254 8768,4445.88,sim,12/11/2024,prata,Corporis recusandae similique possimus sequi asperiores hic nihil nam voluptas.
9160,Maria Laura Aparecida,emanuella22@example.org,1970-10-03,257.910.638-30,+55 (061) 9901 6865,20853.82,True,25/01/2024,ouro,
9161,Dra. Ana Cecília Barbosa,ana-lauraviana@example.org,1961-03-26,796.210.584-49,(084) 1214 6499,21313.96,não,20/11/2023,ouro,Dolores ducimus praesentium ipsam repudiandae.
9162,Sra. Joana Leão,jade30@example.net,1988-10-21,264.951.783-28,,2244.37,False,,diamante,Nam aliquam soluta eum incidunt.
9163,Ana Laura Cardoso,pporto@example.com,1965-04-20,247.693.051-25,+55 (021) 5800-6748,3190.57,False,19/07/2024,,Fugit soluta adipisci quasi veniam sunt sit.
9164,Sra. Ana Liz Sousa,josue48@example.com,1966-07-23,586.490.321-33,31 7874-6608,1368.45,sim,23/07/2023,,Omnis molestias quam pariatur incidunt quaerat exercitationem tenetur veritatis sit.
9165,João Lucas Vasconcelos,costajoao-felipe@example.com,1948-11-22,085.231.674-71,71 1616-3504,7327.12,False,,,
9166,Dr. Rafael Jesus,maite62@example.com,1984-01-11,936.752.014-06,+55 11 2748 5211,22947.43,sim,,diamante,Asperiores deserunt dicta deleniti quaerat optio eveniet.
9167,Dr. Davi Miguel Brito,luiz-gustavo94@example.com,1978-10-15,920.637.854-65,41 5833 2771,13859.95,,26/04/2025,bronze,
9168,Diego Jesus,mayaalmeida@example.org,1972-11-07,061.593.842-60,+55 71 9061 4460,12029.34,True,06/05/2024,,Ducimus molestiae ipsa debitis cupiditate dolores corrupti molestiae ratione sapiente aliquid.
9169,Cauê Gonçalves,ana-liz84@example.org,1983-12-24,759.132.406-34,+55 21 7525-7260,2061.6,True,18/11/2024,,
